,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genus,species,Strain,FileName,Marine,Ome,Taxa,PennateCentric,PennateCentric_citekey,Rad1_um,Rad2_um,Rad3_um,Rad_citekey,Flagella,Flagella_citekey,GenomeSize_mbp,GeneModels_count,Genome_ref,Genome_citekey,Database,AccessionInfo,LiveLink,Latitude,Longitude,LogLat_citekey,ColonySpecies,Colony_citekey,Notes
Prochlorococcus,marinus,MIT9314,Prochlorococcus_marinus_MIT9314-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,[81],no,[82],1.69056,1937,,[99],NCBI,"GCA_000760035.1 ASM76003v1 scaffolds: 16 contigs: 16 N50: 221,824 L50: 3",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209985,37.51,-64.24,[102],0,[84],
Prochlorococcus,marinus,MIT9321,Prochlorococcus_marinus_MIT9321-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,[81],no,[82],1.65866,1903,,[99],NCBI,"GCA_000760055.1 ASM76005v1 scaffolds: 10 contigs: 10 N50: 259,210 L50: 3",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209986,1,-92,[102],0,[84],
Prochlorococcus,marinus,MIT9322,Prochlorococcus_marinus_MIT9322-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,[81],no,[82],1.65755,1901,,[99],NCBI,"GCA_000760075.1 ASM76007v1 scaffolds: 11 contigs: 11 N50: 367,597 L50: 2",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209987,0.27,-93,[102],0,[84],
Prochlorococcus,marinus,MIT9401,Prochlorococcus_marinus_MIT9401-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,[81],no,[82],1.66681,1919,,[99],NCBI,"GCA_000760095.1 ASM76009v1 scaffolds: 17 contigs: 17 N50: 110,519 L50: 4",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209988,35.5,-70.4,[102],0,[84],
Prochlorococcus,marinus,EQPAC1,Prochlorococcus_marinus_EQPAC1-aa-gen,yes,Genome,Prokaryote,,,0.35,0.35,0.55,[81],no,[82],1.65474,1907,,[99],NCBI,"GCA_000759875.1 ASM75987v1 scaffolds: 8 contigs: 8 N50: 328,627 L50: 2",https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209979,0,-180,[102],0,[84],
Synechococcus,sp.,WH7803,Synechococcus_sp._WH7803-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,[52],no,[103],2.36698,2586,,,NCBI,"GCA_000063505.1 ASM6350v1 scaffolds: 1 contigs: 1 N50: 2,366,980 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=174736,33.75,-67.5,[52],0,[104],
Synechococcus,sp.,WH8101,Synechococcus_sp._WH8101-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,[105],no,[103],2.63029,2816,,,NCBI,"GCA_004209775.1 ASM420977v1 scaffolds: 1 contigs: 1 N50: 2,630,292 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=451744,41.3141,-70.4013,[106],0,[104],
Synechococcus,sp.,WH8103,Synechococcus_sp._WH8103-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,[105],no,[103],2.42969,2648,,,NCBI,"GCA_001182765.1 WH8103.1 scaffolds: 1 contigs: 1 N50: 2,429,688 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=240763,28.5,-67.39,[52],0,[104],
Synechococcus,sp.,WH8109,Synechococcus_sp._WH8109-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,[105],no,[103],2.11151,2363,,,NCBI,"GCA_000161795.2 ASM16179v2 scaffolds: 1 contigs: 1 N50: 2,111,515 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=228479,39.48,-70.46,[52],0,[104],
Synechococcus,sp.,PCC7002,Synechococcus_sp._PCC7002-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,[105],no,[103],3.40993,2872,,,NCBI,"GCA_000019485.1 ASM1948v1 scaffolds: 7 contigs: 7 N50: 3,008,047 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=300956,,,,0,[104],
Synechococcus,sp.,MEDNS5,Synechococcus_sp._MEDNS5-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,[52],no,[103],2.43587,2607,,,NCBI,"GCA_014279875.1 ASM1427987v1 scaffolds: 1 contigs: 1 N50: 2,435,869 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=978542,41,6,[52],0,[104],
Synechococcus,sp.,MITS9220,Synechococcus_sp._MITS9220-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,[52],no,[103],2.42417,2650,,,NCBI,"GCA_014304815.1 ASM1430481v1 scaffolds: 1 contigs: 1 N50: 2,424,175 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=979223,,,,0,[104],
Synechococcus,sp.,NIES-970,Synechococcus_sp._NIES970-aa-gen,yes,Genome,Prokaryote,,,0.75,0.75,0.75,,no,[103],3.12386,2685,,[107],NCBI,"GCA_002356215.1 ASM235621v1 scaffolds: 5 contigs: 5 N50: 2,836,539 L50: 1",https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=331806,27,129,[107],0,[104],
Cyanobium,sp.,LEGE06143,Cyanobium_sp_LEGE06143-aa-gen,yes,Genome,Prokaryote,,,0.6,0.6,0.6,[108],no,[109],2.57073,2780,,,NCBI,"GCA_015207535.1 ASM1520753v1 scaffolds: 317 contigs: 317 N50: 11,389 L50: 69",https://www.ncbi.nlm.nih.gov/genome/13678?genome_assembly_id=1482232,37.07156,-8.774722,[108],0,[96],
Cyanobium,sp.,LEGE06113,Cyanobium_sp_LEGE06113-aa-gen,yes,Genome,Prokaryote,,,0.6,0.6,0.6,[108],no,[109],2.93701,3076,,,NCBI,"GCA_015207615.1 ASM1520761v1 scaffolds: 18 contigs: 18 N50: 328,991 L50: 3",https://www.ncbi.nlm.nih.gov/genome/13678?genome_assembly_id=1482231,41.04954,-8.655339,[108],0,[96],
Synechococcus,sp.,SynAce01,Synechococcus_sp._SynAce01-aa-gen,yes,Genome,Prokaryote,,,0.5,0.5,0.5,[105],no,[103],2.75,2950,,,JGI,Synechococcus sp. SynAce01: 118502.assembled.fna,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=IMG_2718218441,-68.27,78.12,,0,[104],
Gephyrocapsa,oceanica,RCC1303,Gephyrocapsa_oceanica_RCC1303-aa-trans,yes,Transcriptome,Haptophyte,,,2.3,2.3,2.3,[52],no,[109],1,38577,,[41],iMicrobe,Gephyrocapsa-oceanica-RCC1303.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,45,-1.08,[52],0,[110],
Fragilariopsis,cylindrus,CCMP1102,Fragilariopsis_cylindrus_CCMP1102-aa-gen,yes,Genome,Diatom,Pennate,[111],1.5,1.5,2.5,[23],no,[31],80.5,27137,,[111],JGI,"Fragilariopsis cylindrus CCMP 1102: Project: 16035, Fracy1_GeneModels_FilteredModels1_aa.fasta.gz",https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Fracy1,-64.08,-48.7033,[23],1,[112],
Fragilariopsis,cylindrus,CCMP1102,Fragilariopsis_cylindrus_CCMP1102-dna-trans,yes,Transcriptome,Diatom,Pennate,[111],1.5,1.5,2.5,[23],no,[31],1,0,,[111],JGI,"Fragilariopsis cylindrus CCMP 1102: Project: 16035, Fracy1_GeneModels_FilteredModels1_nt.fasta.gz",https://mycocosm.jgi.doe.gov/Fracy1/Fracy1.home.html,-64.08,-48.7033,[23],1,[112],
Pseudo-nitzschia,multistriata,B856,Pseudo-nitzschia_multistriata_B856-aa-gen,yes,Genome,Diatom,Pennate,[113],1.65,1.65,23.5,[113],no,[113],56.7652,12039,,[114],NCBI,ASM90066040v1,https://www.ncbi.nlm.nih.gov/assembly/GCA_900660405.1/,,,,1,[115],
Pseudo-nitzschia,multiseries,CLN-47,Pseudo-nitzschia_multiseries_CLN-47-aa-gen,yes,Genome,Diatom,Pennate,[115],2.25,2.25,33.3,[115],no,[116],218.73,19703,,,JGI,1076539,https://genome.jgi.doe.gov/portal/PsenitmultiCLN47_FD/PsenitmultiCLN47_FD.info.html,,,,1,[117],
Pseudo-nitzschia,multiseries,CLN-47,Pseudo-nitzschia_multiseries_CLN-47-dna-trans,yes,Transcriptome,Diatom,Pennate,[115],2.25,2.25,33.3,[115],no,[116],1,0,,,JGI,1076539,https://genome.jgi.doe.gov/portal/PsenitmultiCLN47_FD/PsenitmultiCLN47_FD.info.html,,,,1,[117],
Nitzschia,palea,,Nitzschia_palea-dna-trans,yes,Transcriptome,Diatom,Pennate,[118],1.75,1.75,13.5,[118],no,[31],1,15885,,[119],ENA,GHBX01000000,https://www.ebi.ac.uk/ena/data/view/GHBX01000000,,,,1,[120],
Leptocylindrus,danicus,,Leptocylindrus_danicus-dna-trans,yes,Transcriptome,Diatom,Centric,[40],5.25,5.25,35,[40],no,[31],1,15701,,[121],ENA,GAUB01000000,https://www.ebi.ac.uk/ena/data/view/GAUB01000000,,,,1,[122],
Thalassiosira,antarctica,CCMP982,Thalassiosira_antarctica_CCMP982-aa-trans,yes,Transcriptome,Diatom,Centric,[23],5.5,5.5,10,[23],no,[31],1,31618,,[41],iMicrobe,Thalassiosira-antarctica-CCMP982.pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,59.5,10.6,[23],1,[39],
Thalassiosira,rotula,CCMP3096,Thalassiosira_rotula_CCMP3096-aa-trans,yes,Transcriptome,Diatom,Centric,[23],8.75,8.75,18.5,[23],no,[31],1,26935,,[41],iMicrobe,Thalassiosira-rotula-CCMP3096.pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,49.65,-127.4338,[23],1,[123],
Chaetoceros,neogracile,CCMP1317,Chaetoceros_neogracile_CCMP1317-aa-trans,yes,Transcriptome,Diatom,Centric,[23],1.75,1.75,4.75,[23],no,[31],1,27860,,[41],iMicrobe,Chaetoceros-neogracile-CCMP1317.pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,32.85,-117.35,[23],1,[124],
Thalassiosira,minuscula,CCMP1093,Thalassiosira_miniscula_CCMP1093-aa-trans,yes,Transcriptome,Diatom,Centric,[23],6,6,7.5,[23],no,[31],1,44803,,[41],iMicrobe,Thalassiosira-minuscula-CCMP1093.pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,32.9,-117.255,[23],1,[125],
Ditylum,brightwellii,GSO103,Ditylum_brightwellii_GSO103-aa-trans,yes,Transcriptome,Diatom,Centric,[40],33.5,33.5,85,[40],no,[31],1,24623,,[41],iMicrobe,Ditylu-brightwellii-GSO103.pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,1,[126],
Chaetoceros,curvisetus,,Chaetoceros_curvisetus-aa-trans,yes,Transcriptome,Diatom,Centric,[26],5.75,8.75,11.25,[26],no,[31],1,23542,,[41],iMicrobe,Chaetoceros-curvisetus .pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,1,[127],
(Symbiodinium) Breviolum,minutum,,Symbiodinium_minutum-aa-gen,yes,Genome,Symbiodinium,,,3.75,3.75,3.75,[128],yes,[129],1500,41925,,[130],MGU,symbB.v1.2.augustus.prot.fa.gz,https://marinegenomics.oist.jp/symb/viewer/download?project_id=21,,,,1,[131],
(Symbiodinium) Breviolum,minutum,,Symbiodinium_minutum-dna-trans,yes,Transcriptome,Symbiodinium,,,3.75,3.75,3.75,[128],yes,[129],1,0,,[130],MGU,symbB1_v1.0.transcriptome_assembly.fa.gz,https://marinegenomics.oist.jp/symb/viewer/download?project_id=21,,,,1,[131],
(Symbiodinium) Cladocopium,goreaui,,Symbiodinium_goreaui-aa-gen,yes,Genome,Symbiodinium,,,3.35,3.35,4.15,[132],yes,[78],705,65832,,[130],MGU,symC_aug_40.aa.gz,https://marinegenomics.oist.jp/symb/viewer/download?project_id=40,,,,1,[133],MesophyticColony
(Symbiodinium) Cladocopium,goreaui,,Symbiodinium_goreaui-dna-trans,yes,Transcriptome,Symbiodinium,,,3.35,3.35,3.35,[132],yes,[78],1,0,,[130],MGU,symC_transcriptome_40.fasta.gz,https://marinegenomics.oist.jp/symb/viewer/download?project_id=40,,,,1,[133],MesophyticColony
Polarella,glacialis,CCMP1383,Polarella_glacialis_CCMP1383-aa-gen,yes,Genome,Dinoflagellate,,,3,3,6.25,[23],yes,[134],2980,58232,,[135],AARNET,Polarella_glacialis_CCMP1383_PredGene_v1.pep.fa,https://cloudstor.aarnet.edu.au/plus/s/Nx08JEMt7FjK3zY,-77.8333,163,[23],1,[136],
Polarella,glacialis,CCMP2088,Polarella_glacialis_CCMP2088-aa-gen,yes,Genome,Dinoflagellate,,,4.5,4.5,8,[23],yes,[134],2760,51713,,[135],AARNET,Polarella_glacialis_CCMP2088_PredGene_v1.pep.fa,https://cloudstor.aarnet.edu.au/plus/s/Nx08JEMt7FjK3zY,78.5978,-74.4992,[23],1,[136],
Phaeocystis,antarctica,CCMP1374,Phaeocystis_antarctica_CCMP1374-aa-gen,yes,Genome,Haptophyte,,,3.25,3.25,3.25,[137],yes,[138],198.94,41088,JGI,,JGI,"Phaeocystis antarctica CCMP1374 v2.2: Project: 1070272, Phaant1_GeneCatalog_proteins_20181014.aa.fasta.gz",https://phycocosm.jgi.doe.gov/Phaant1/Phaant1.info.html,-77.8333,163,[23],1,[139],
Phaeocystis,antarctica,CCMP1374,Phaeocystis_antarctica_CCMP1374-dna-trans,yes,Transcriptome,Haptophyte,,,3.25,3.25,3.25,[137],yes,[138],1,0,JGI,,JGI,"Phaeocystis antarctica CCMP1374 v2.2: Project: 1070272, Phaant1_GeneCatalog_transcripts_20181014.nt.fasta.gz",https://phycocosm.jgi.doe.gov/Phaant1/Phaant1.info.html,-77.8333,163,[23],1,[139],
Phaeocystis,globosa,Pg-G,Phaeocystis_globosa_Pg-G-aa-gen,yes,Genome,Haptophyte,,,3.45,3.45,3.45,[140],yes,[140],155.85,32196,JGI,,JGI,"Phaeocystis globosa Pg-G v2.3: Project: 1070438,Â Phaglo1_GeneModels_PhytozomeGeneModels_proteins_20190222.aa.fasta.gz",https://mycocosm.jgi.doe.gov/Phaglo1/Phaglo1.home.html,,,,1,[23],
Phaeocystis,globosa,Pg-G,Phaeocystis_globosa_Pg-G-dna-trans,yes,Transcriptome,Haptophyte,,,3.45,3.45,3.45,[140],yes,[140],1,0,JGI,,JGI,"Phaeocystis globosa Pg-G v2.3: Project: 1070438, Phaglo1_GeneCatalog_transcripts_20181013.nt.fasta.gz",https://mycocosm.jgi.doe.gov/Phaglo1/Phaglo1.home.html,,,,1,[23],
Alexandrium,temarense,CCMP1771,Alexandrium_temarense_CCMP1771-aa-trans,yes,Transcriptome,Dinoflagellate,,,18.75,18.75,19.5,[23],yes,[78],1,135584,,[41],iMicrobe,Alexandrium-temarense-CCMP1771/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Alexandrium-temarense-CCMP1771/,50.36,-4.15,[23],1,[141],
Amphora,coffeaeformis,CCMP127,Amphora_coffeaeformis_CCMP127-aa-trans,yes,Transcriptome,Diatom,Pennate,[23],3,3,9.25,[23],no,[31],1,15523,,[41],iMicrobe,Amphora-coffeaeformis-CCMP127/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Amphora-coffeaeformis-CCMP127/,41.525,-70.6736,[23],1,[142],
Asterionellopsis,glacialis,CCMP134,Asterionellopsis_glacialis_CCMP134-aa-trans,yes,Transcriptome,Diatom,Pennate,[23],4.5,4.5,9.5,[23],no,[31],1,23387,,[41],iMicrobe,Asterionellopsis-glacialis-CCMP134/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Asterionellopsis-glacialis-CCMP134/,32.6555,-117.14,[23],1,[143],
Extubocellulus,spinifer,CCMP396,Extubocellulus_spinifer_CCMP396-aa-trans,yes,Transcriptome,Diatom,Centric,[23],1.25,1.25,2.75,[23],no,[31],1,53419,,[41],iMicrobe,Extubocellulus-spinifer-CCMP396/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Extubocellulus-spinifer-CCMP396/,31.3172,-113.56,[23],1,[144],
Skeletonema,menzelii,CCMP793,Skeletonema_menzelii_CCMP793-aa-trans,yes,Transcriptome,Diatom,Centric,[23],2.75,2.75,3,[23],no,[31],1,16088,,[41],iMicrobe,Skeletonema-menzelii-CCMP793/,ftp://ftp.imicrobe.us/camera/combined_assemblies/Skeletonema-menzelii-CCMP793/,41.566,-70.5842,[23],1,[23],
Cyanobium,sp.,PCC7001,Cyanobium_sp_PCC7001-aa-gen,yes,Genome,Prokaryote,,,0.38,0.38,0.65,[145],no,[145],2.83,2725,NCBI,,NCBI,GCA_000155635.1,https://www.ncbi.nlm.nih.gov/genome/13678?genome_assembly_id=175233,,,,1,[96],
Prasinoderma,coloniale,CCMP1413,Prasinoderma_coloniale_CCMP1413-aa-gen,yes,Genome,Green,,,1.25,1.25,1.25,[23],no,,25.32,7139,JGI,,JGI,Prasinoderma coloniale CCMP1413: Praco1_ExternalModels_proteins_20200803.aa.fasta.gz,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Praco1,35,-70,[23],1,[146],
Nitzschia,frigida,,Nitzschia_frigida-dna-trans,yes,Transcriptome,Diatom,Pennate,[147],2.25,20,20,[148],no,[31],1,0,,[149],Rokitta 2019,N.frigida contigs.fasta,https://zenodo.org/record/3361258#.YD1Uj5NKjDI,,,,1,[150],
Thalassiosira,hyalina,,Thalassiosira_hyalina-dna-trans,yes,Transcriptome,Diatom,Centric,[147],9.5,9.5,16,[148],no,[31],1,0,,[149],Rokitta 2019,T.hyalina contigs.fasta,https://zenodo.org/record/3361258#.YD1Uj5NKjDI,,,,1,[151],
Crocosphaera,watsonii,WH8501,Crocosphaera_watsonii_WH8501-aa-gen,yes,Genome,Prokaryote,,,1.5,1.5,1.5,[152],no,[109],6.24,6302,NCBI,[153],NCBI,GCF_000167195.1_ASM16719v1_protein.faa,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=170600,-28,-48,[152],1,[154],
Crocosphaera,watsonii,WH0401,Crocosphaera_watsonii_WH0401-aa-gen,yes,Genome,Prokaryote,,,1.47,1.47,1.47,[152],no,[109],4.55,4718,NCBI,,NCBI,GCF_001039615.1_WH0401_v1_protein.faa,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=233292,6,-49,[152],1,[154],
Crocosphaera,watsonii,WH0003,Crocosphaera_watsonii_WH0003-aa-gen,yes,Genome,Prokaryote,,,2.54,2.54,2.54,[152],no,[109],5.89,5877,NCBI,[153],NCBI,GCA_000235665.2 ASM23566v2,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=170601,22,-158,[152],1,[154],
Crocosphaera,watsonii,WH0402,Crocosphaera_watsonii_WH0402-aa-gen,yes,Genome,Prokaryote,,,2.28,2.28,2.28,[152],no,[109],5.88,5963,NCBI,,NCBI,GCA_001039635.1 WH0402_v1,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=233293,-11,-32,[152],1,[154],
Crocosphaera,watsonii,WH0005,Crocosphaera_watsonii_WH0005-aa-gen,yes,Genome,Prokaryote,,,2.15,2.15,2.15,[152],no,[109],5.96,6029,NCBI,,NCBI,GCA_001050835.1 ASM105083v1,https://www.ncbi.nlm.nih.gov/genome/1130?genome_assembly_id=234839,21,-157,[152],1,[154],
Crocosphaera,subtropica,ATCC51142,Crocosphaera_subtropica_ATCC51142-aa-gen,yes,Genome,Prokaryote,,,2.25,2.25,2.25,[155],no,[109],5.46038,5063,,[156],NCBI,"GCA_000017845.1 ASM1784v1 scaffolds: 6 contigs: 6 N50: 4,934,271 L50: 1",https://www.ncbi.nlm.nih.gov/genome/?term=txid43989[Organism:noexp],27.78,-97.11,,1,[157],
Fragilariopsis,kerguelensis,L2_C3,Fragilariopsis_kerguelensis_L2_C3-aa-trans,yes,Transcriptome,Diatom,Pennate,[158],3.9,3.9,15.365,[159],no,[31],1,61393,,[41],iMicrobe,Fragilariopsis-kerguelensis-L2_C3.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,1,[160],
Pseudo-nitzschia,fradulenta,WWA7,Pseudo-nitzschia_fradulenta_WWA7-aa-trans,yes,Transcriptome,Diatom,Pennate,[115],3,3,57.25,[161],no,[31],1,51324,,[41],iMicrobe,Pseudo_nitzschia-fradulenta-WWA7.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,1,[162],
Pseudo-nitzschia,australis,10249_10_AB,Pseudo-nitzschia_australis_10249_10_AB-aa-trans,yes,Transcriptome,Diatom,Pennate,[115],3.325,3.325,51.5,[161],no,[31],1,21468,,[41],iMicrobe,Pseudo_nitzschia-australis-10249_10_AB.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,1,[163],Another article:Êhttps://www.tandfonline.com/doi/pdf/10.2216/11-37.1?needAccess=true
Thalassiothrix,antarctica,L6_D1,Thalassiothrix_antarctica_L6_D1-aa-trans,yes,Transcriptome,Diatom,Pennate,[164],2.75,2.75,680,[165],no,[31],1,26469,,[41],iMicrobe,Thalassiothrix-antarctica-L6_D1.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,1,[166],
Skeletonema,marinoi,SkelA,Skeletonema_marinoi_SkelA-aa-trans,yes,Transcriptome,Diatom,Centric,[167],3.95,3.95,5.975,[168],no,[168],1,21103,,[41],iMicrobe,Skeletonema-marinoi-SkelA.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,1,[169],
Skeletonema,dohrnii,SkelB,Skeletonema_dohrnii_SkelB-aa-trans,yes,Transcriptome,Diatom,Centric,[23],2.25,2.25,16,[170],no,[170],1,23719,,[41],iMicrobe,Skeletonema-dohrnii-SkelB.pep,ftp://ftp.imicrobe.us/camera/combined_assemblies/,,,,1,[171],
Symbiodinium,microadriaticum,CCMP2467,Symbiodinium_microadriaticum_CCMP2467-aa-gen,yes,Genome,Symbiodinium,,,4.25,4.25,4.25,[23],yes,[172],808.23,43403,,[173],JGI,Symbiodinium microadriaticum CCMP2467,https://mycocosm.jgi.doe.gov/Symmic1/Symmic1.home.html,29,34.75,[23],,,
(Symbiodinium) Fugacium,kawagutii,,Symbiodinium_kawagutii-aa-gen,yes,Genome,Symbiodinium,,,4.25,4.25,4.25,[23],yes,[78],1180,36850,,[174],MALAB,Sequences: proteins,http://web.malab.cn/symka_new/download.jsp,,,,,,
Symbiodinium,tridacnidorum,,Symbiodinium_tridacnidorum-aa-gen,yes,Genome,Symbiodinium,,,4.55,4.55,5.55,[@ leeSymbiodiniumTridacnidorumSp2015],yes,[175],766.6,69018,,[130],MGU,symA3_37.fasta.gz,https://marinegenomics.oist.jp/symb/viewer/download?project_id=37,,,,,,
Symbiodinium,tridacnidorum,,Symbiodinium_tridacnidorum-dna-trans,yes,Transcriptome,Symbiodinium,,,4.55,4.55,5.55,[@ leeSymbiodiniumTridacnidorumSp2015],yes,[175],1,0,,[130],MGU,syma_transcriptome_37.fasta.gz,https://marinegenomics.oist.jp/symb/viewer/download?project_id=37,,,,,,
Ostreococcus,lucimarinus,CCE9901,Ostreococcus_lucimarinus_CCE9901-aa-gen,yes,Genome,Green,,,0.5,0.5,1.25,[23],no,[53],13.2,7651,,[53],JGI,1077109,https://genome.jgi.doe.gov/portal/Ostnus_FD/Ostnus_FD.info.html,32.9,-117.255,[53],0,[52],
Ostreococcus,lucimarinus,CCE9901,Ostreococcus_lucimarinus_CCE9901-dna-trans,yes,Transcriptome,Green,,,0.5,0.5,1.25,[23],no,[53],1,0,,[53],JGI,1077109,https://genome.jgi.doe.gov/portal/Ostnus_FD/Ostnus_FD.info.html,32.9,-117.255,[53],0,[52],
Ostreococcus,sp.,RCC809,Ostreococcus_sp_RCC809-aa-gen,yes,Genome,Green,,,1,1,1,[52],no,[53],13.3,7492,,,JGI,16233,https://mycocosm.jgi.doe.gov/OstRCC809_2/OstRCC809_2.home.html,21.03,-31.13,[52],0,[52],
Ostreococcus,sp.,RCC809,Ostreococcus_sp_RCC809-dna-trans,yes,Transcriptome,Green,,,1,1,1,[52],no,[53],1,0,,,JGI,16233,https://mycocosm.jgi.doe.gov/OstRCC809_2/OstRCC809_2.home.html,21.03,-31.13,[52],0,[52],
Micromonas,commoda,RCC299,Micromonas_commoda_RCC299-aa-gen,yes,Genome,Green,,,1,1,1,[52],yes,[176],21.1093,10137,,[59],NCBI,GCA_000090985.2,https://bioinformatics.psb.ugent.be/plaza/versions/pico-plaza/download,-22.33,166.33,[52],0,[177],
Micromonas,commoda,RCC299,Micromonas_commoda_RCC299-dna-trans,yes,Transcriptome,Green,,,1,1,1,[52],yes,[176],1,0,,[59],NCBI,GCA_000090985.2,https://bioinformatics.psb.ugent.be/plaza/versions/pico-plaza/download,-22.33,166.33,[52],0,[177],
Pavlovales,sp.,CCMP2436,Pavlovales_sp_CCMP2436-aa-gen,yes,Genome,Haptophyte,,,3.75,3.75,5,[23],yes,https://phycocosm.jgi.doe.gov/Pavlov2436_1/Pavlov2436_1.home.html,165.41,26034,,,JGI,"Pavlovales sp. CCMP2436 v1.0: Project: 1014533, Pavlov2436_1_GeneCatalog_proteins_20160817.aa.fasta.gz",https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Pavlov2436_1,76.3208,-75.8172,[23],,,
Pavlovales,sp.,CCMP2436,Pavlovales_sp_CCMP2436-dna-trans,yes,Transcriptome,Haptophyte,,,3.75,3.75,5,[23],yes,https://phycocosm.jgi.doe.gov/Pavlov2436_1/Pavlov2436_1.home.html,1,0,,,JGI,"Pavlovales sp. CCMP2436 v1.0: Project: 1014533, Pavlov2436_1_GeneCatalog_transcripts_20160817.nt.fasta.gz",https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Pavlov2436_1,76.3208,-75.8172,[23],,,
Ochromonadaceae,sp.,CCMP2298,Ochromonadaceae_sp_CCMP2298-aa-gen,yes,Genome,Chrysophyte,,,5.75,5.75,5.75,[23],yes,https://phycocosm.jgi.doe.gov/Ochro2298_1/Ochro2298_1.home.html,61.4,20195,,[178],JGI,Ochromonadaceae sp. CCMP2298 v1.0,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ochro2298_1,77.0014,-77.2383,[23],,,
Ochromonadaceae,sp.,CCMP2298,Ochromonadaceae_sp_CCMP2298-dna-trans,yes,Transcriptome,Chrysophyte,,,5.75,5.75,5.75,[23],yes,https://phycocosm.jgi.doe.gov/Ochro2298_1/Ochro2298_1.home.html,1,0,,[178],JGI,Ochromonadaceae sp. CCMP2298 v1.0,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ochro2298_1,77.0014,-77.2383,[23],,,
Pelagomonas,calceolata,CCMP1756,Pelagomonas_calceolata_CCMP1756-aa-trans,yes,Transcriptome,Pelagophyte,,,1,1,1.5,[23],yes,[63],1,19184,,[41],iMicrobe,Pelagomonas-calceolata-CCMP1756.pep.fa.gz,ftp://ftp.imicrobe.us/camera/combined_assemblies/,30.8333,-136.8333,[23],0,[109],
