Genus,species,Strain,FileName,Marine,Ome,Taxa,PennateCentric,PennateCentric_citekey,Rad1_um,Rad2_um,Rad3_um,Rad_citekey,Flagella,Flagella_citekey,GenomeSize_mbp,GeneModels_count,Genome_ref,Genome_citekey,Database,AccessionInfo,LiveLink,Latitude,Longitude,LogLat_citekey,ColonySpecies,Colony_citekey,Notes
Heterosigma,akashiwo,CCMP2393,Heterosigma_akashiwo_CCMP2393-aa-trans,yes,Transcriptome,Raphidophyte,NA,NA,6.5,6.5,9,[@re3data.orgBigelowNationalCenter2017],yes,[@harveyPersistentIntraSpecificVariation2015],1,40801,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Heterosigma-akashiwo-CCMP2393/,38.6991,-75.1097,[@re3data.orgBigelowNationalCenter2017],0,[@dursunSpringBloomRaphidophycean2016a],NA
Heterosigma,akashiwo,CCMP452,Heterosigma_akashiwo_CCMP452-aa-trans,yes,Transcriptome,Raphidophyte,NA,NA,6,6,6.25,[@re3data.orgBigelowNationalCenter2017],yes,[@harveyPersistentIntraSpecificVariation2015],1,27465,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Heterosigma-akashiwo-CCMP452/,41,-73,[@re3data.orgBigelowNationalCenter2017],0,[@dursunSpringBloomRaphidophycean2016a],NA
Isochrysis,galbana,CCMP1323,Isochrysis_galbana_CCMP1323-aa-trans,yes,Transcriptome,Haptophyte,NA,NA,1.5,1.5,2.5,[@re3data.orgBigelowNationalCenter2017],yes,[@wangEffectsShearStress2018],1,45931,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Isochrysis-galbana-CCMP1323/,54.085,-4.77,[@re3data.orgBigelowNationalCenter2017],0,[@re3data.orgBigelowNationalCenter2017],NA
Isochrysis,sp.,CCMP1244,Isochrysis_sp_CCMP1244-aa-trans,yes,Transcriptome,Haptophyte,NA,NA,2,2,2,[@re3data.orgBigelowNationalCenter2017],yes,NA,1,38449,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Isochrysis-sp-CCMP1244/,38.3048,-69.6192,[@re3data.orgBigelowNationalCenter2017],0,[@re3data.orgBigelowNationalCenter2017],NA
Lingulodinium,polyedra,CCMP1738,Lingulodinium_polyedra_CCMP1738-aa-trans,yes,Transcriptome,Dinoflagellate,NA,NA,17.5,17.5,18.75,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,104588,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Lingulodinium-polyedra-CCMP1738/,27.8,-97.13,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],NA
Rhodomonas,sp.,CCMP768,Rhodomonas_sp_CCMP768-aa-trans,yes,Transcriptome,Cryptophyte,NA,NA,4.75,4.75,8.75,[@re3data.orgBigelowNationalCenter2017],yes,NA,1,31952,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Rhodomonas-sp-CCMP768/,-39,176,[@re3data.orgBigelowNationalCenter2017],0,[@vaulotRoscoffCultureCollection2004],NA
Scrippsiella,trochoidea,CCMP3099,Scrippsiella_trochoidea_CCMP3099-aa-trans,yes,Transcriptome,Dinoflagellate,NA,NA,12.5,12.5,16,[@re3data.orgBigelowNationalCenter2017],yes,[@royPhytoplanktonPigmentsCharacterization2011],1,113860,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/Scrippsiella-trochoidea-CCMP3099/,27.3122,-82.601,[@re3data.orgBigelowNationalCenter2017],0,[@ibaIsolationGrowthDinoglagellate2014],NA
Cyanobium,sp.,NIES-981,Cyanobium_sp_NIES-981-aa-gen,yes,Genome,Prokaryote,NA,NA,0.38,0.38,0.65,[@kawachiMicrobialCultureCollection2021],no,[@kawachiMicrobialCultureCollection2021],3.02,2883,NA,[@yamaguchiCompleteGenomeSequence2016],NCBI,,https://www.ncbi.nlm.nih.gov/genome/13678?genome_assembly_id=319205,NA,NA,NA,0,[@albrechtIdentificationCyanobacteriaEutrophic2017],NA
Lotharella,globosa,CCCM811,Lotharella_globosa_CCCM811-aa-trans,yes,Transcriptome,Green,NA,NA,4.6,4.6,4.6,[@hirakawaMorphologicalDiversityCulture2011],yes,[@hirakawaMorphologicalDiversityCulture2011],1,29293,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,13.8333,144.75,[@re3data.orgBigelowNationalCenter2017],0,[@otaPartenskyellaGlossopodiaGen2009],CCCM811 is also known as CCMP2314 or CCMP1729
Prochlorococcus,sp.,MIT0601,Prochlorococcus_sp._MIT0601-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.71,1854,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=210094,22.75,-158,[@billerGenomesDiverseIsolates2014],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,marinus,GP2,Prochlorococcus_marinus_GP2-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.62,1845,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209980,8,136,[@shimadaSeasonalAppearanceProchlorococcus1995],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,sp.,MIT0604,Prochlorococcus_sp._MIT0604-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.78,2040,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=209903,22.75,-158,[@urbachRapidDiversificationMarine1998],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,sp.,MIT0801,Prochlorococcus_sp._MIT0801-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.93,2171,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=209904,31.67,-64.17,[@billerGenomesDiverseIsolates2014],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,sp.,MIT0602,Prochlorococcus_sp._MIT0602-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.75092,1897,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=210095,22.75,-158,[@billerGenomesDiverseIsolates2014],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,sp.,MIT0603,Prochlorococcus_sp._MIT0603-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.75248,1896,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=210096,22.75,-158,[@billerGenomesDiverseIsolates2014],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,sp.,SS52,Prochlorococcus_sp._SS52-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.75405,1919,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=210100,28.98,-64.35,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,sp.,MIT0701,Prochlorococcus_sp._MIT0701-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],2.59257,2591,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=210097,-13.45,-0.04,[@billerGenomesDiverseIsolates2014],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,sp.,MIT0702,Prochlorococcus_sp._MIT0702-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],2.58306,5288,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=210098,-13.45,-0.04,[@billerGenomesDiverseIsolates2014],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,sp.,MIT0703,Prochlorococcus_sp._MIT0703-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],2.57506,2591,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/13712?genome_assembly_id=210099,-13.45,-0.04,[@billerGenomesDiverseIsolates2014],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,marinus,SB,Prochlorococcus_marinus_SB-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.66982,1874,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209989,35,138.3,[@shimadaSeasonalAppearanceProchlorococcus1995],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,marinus,SS35,Prochlorococcus_marinus_SS35-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.75101,1895,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209993,28.98,-64.35,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,marinus,SS51,Prochlorococcus_marinus_SS51-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.74698,1908,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209994,28.98,-64.35,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,marinus,SS2,Prochlorococcus_marinus_SS2-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.75277,1903,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209992,28.98,-64.35,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,marinus,MIT9314,Prochlorococcus_marinus_MIT9314-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.69056,1937,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209985,37.51,-64.24,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,marinus,MIT9321,Prochlorococcus_marinus_MIT9321-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.65866,1903,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209986,1,-92,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,marinus,MIT9322,Prochlorococcus_marinus_MIT9322-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.65755,1901,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209987,0.27,-93,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,marinus,MIT9401,Prochlorococcus_marinus_MIT9401-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.66681,1919,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209988,35.5,-70.4,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],NA
Prochlorococcus,marinus,EQPAC1,Prochlorococcus_marinus_EQPAC1-aa-gen,yes,Genome,Prokaryote,NA,NA,0.35,0.35,0.55,[@partenskyProchlorococcusMarinePhotosynthetic1999],no,[@aguilo-ferretjansPiliAllowDominant2021],1.65474,1907,NA,[@billerGenomesDiverseIsolates2014],NCBI,,https://www.ncbi.nlm.nih.gov/genome/164?genome_assembly_id=209979,0,-180,[@rocapResolutionProchlorococcusSynechococcus2002],0,[@parkCharacterizationBacterialCommunity2021],NA
Synechococcus,sp.,WH7803,Synechococcus_sp._WH7803-aa-gen,yes,Genome,Prokaryote,NA,NA,0.5,0.5,0.5,[@vaulotRoscoffCultureCollection2004],no,[@brahamshaAbundantCellsurfacePolypeptide1996],2.36698,2586,NA,NA,NCBI,,https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=174736,33.75,-67.5,[@vaulotRoscoffCultureCollection2004],0,[@rosalesInfluenceSalinityGrowth2005],NA
Synechococcus,sp.,WH8101,Synechococcus_sp._WH8101-aa-gen,yes,Genome,Prokaryote,NA,NA,0.5,0.5,0.5,[@weiPicophytoplanktonSizeBiomass2018],no,[@brahamshaAbundantCellsurfacePolypeptide1996],2.63029,2816,NA,NA,NCBI,,https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=451744,41.3141,-70.4013,[@marstonWholeGenomeSequenceCyanobacterium2020],0,[@rosalesInfluenceSalinityGrowth2005],NA
Synechococcus,sp.,WH8103,Synechococcus_sp._WH8103-aa-gen,yes,Genome,Prokaryote,NA,NA,0.5,0.5,0.5,[@weiPicophytoplanktonSizeBiomass2018],no,[@brahamshaAbundantCellsurfacePolypeptide1996],2.42969,2648,NA,NA,NCBI,,https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=240763,28.5,-67.39,[@vaulotRoscoffCultureCollection2004],0,[@rosalesInfluenceSalinityGrowth2005],NA
Synechococcus,sp.,WH8109,Synechococcus_sp._WH8109-aa-gen,yes,Genome,Prokaryote,NA,NA,0.5,0.5,0.5,[@weiPicophytoplanktonSizeBiomass2018],no,[@brahamshaAbundantCellsurfacePolypeptide1996],2.11151,2363,NA,NA,NCBI,,https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=228479,39.48,-70.46,[@vaulotRoscoffCultureCollection2004],0,[@rosalesInfluenceSalinityGrowth2005],NA
Synechococcus,sp.,PCC7002,Synechococcus_sp._PCC7002-aa-gen,yes,Genome,Prokaryote,NA,NA,0.5,0.5,0.5,[@weiPicophytoplanktonSizeBiomass2018],no,[@brahamshaAbundantCellsurfacePolypeptide1996],3.40993,2872,NA,NA,NCBI,,https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=300956,NA,NA,NA,0,[@rosalesInfluenceSalinityGrowth2005],NA
Synechococcus,sp.,MEDNS5,Synechococcus_sp._MEDNS5-aa-gen,yes,Genome,Prokaryote,NA,NA,0.5,0.5,0.5,[@vaulotRoscoffCultureCollection2004],no,[@brahamshaAbundantCellsurfacePolypeptide1996],2.43587,2607,NA,NA,NCBI,,https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=978542,41,6,[@vaulotRoscoffCultureCollection2004],0,[@rosalesInfluenceSalinityGrowth2005],NA
Synechococcus,sp.,MITS9220,Synechococcus_sp._MITS9220-aa-gen,yes,Genome,Prokaryote,NA,NA,0.5,0.5,0.5,[@vaulotRoscoffCultureCollection2004],no,[@brahamshaAbundantCellsurfacePolypeptide1996],2.42417,2650,NA,NA,NCBI,,https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=979223,NA,NA,NA,0,[@rosalesInfluenceSalinityGrowth2005],NA
Synechococcus,sp.,NIES-970,Synechococcus_sp._NIES970-aa-gen,yes,Genome,Prokaryote,NA,NA,0.75,0.75,0.75,NA,no,[@brahamshaAbundantCellsurfacePolypeptide1996],3.12386,2685,NA,[@shimuraCompleteGenomeSequence2017],NCBI,,https://www.ncbi.nlm.nih.gov/genome/13522?genome_assembly_id=331806,27,129,[@shimuraCompleteGenomeSequence2017],0,[@rosalesInfluenceSalinityGrowth2005],NA
Cyanobium,sp.,LEGE06143,Cyanobium_sp_LEGE06143-aa-gen,yes,Genome,Prokaryote,NA,NA,0.6,0.6,0.6,[@ramosCyanobacterialDiversityHeld2018],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],2.57073,2780,NA,NA,NCBI,,https://www.ncbi.nlm.nih.gov/genome/13678?genome_assembly_id=1482232,37.07156,-8.774722,[@ramosCyanobacterialDiversityHeld2018],0,[@albrechtIdentificationCyanobacteriaEutrophic2017],NA
Cyanobium,sp.,LEGE06113,Cyanobium_sp_LEGE06113-aa-gen,yes,Genome,Prokaryote,NA,NA,0.6,0.6,0.6,[@ramosCyanobacterialDiversityHeld2018],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],2.93701,3076,NA,NA,NCBI,,https://www.ncbi.nlm.nih.gov/genome/13678?genome_assembly_id=1482231,41.04954,-8.655339,[@ramosCyanobacterialDiversityHeld2018],0,[@albrechtIdentificationCyanobacteriaEutrophic2017],NA
Synechococcus,sp.,SynAce01,Synechococcus_sp._SynAce01-aa-gen,yes,Genome,Prokaryote,NA,NA,0.5,0.5,0.5,[@weiPicophytoplanktonSizeBiomass2018],no,[@brahamshaAbundantCellsurfacePolypeptide1996],2.75,2950,NA,NA,JGI,,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=IMG_2718218441,-68.27,78.12,NA,0,[@rosalesInfluenceSalinityGrowth2005],NA
Gephyrocapsa,oceanica,RCC1303,Gephyrocapsa_oceanica_RCC1303-aa-trans,yes,Transcriptome,Haptophyte,NA,NA,2.3,2.3,2.3,[@vaulotRoscoffCultureCollection2004],no,[@wildeMotilityCyanobacteriaPolysaccharide2015],1,38577,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,45,-1.08,[@vaulotRoscoffCultureCollection2004],0,[@vogtFeedingCapabilitiesLimitations2013],NA
Fragilariopsis,cylindrus,CCMP1102,Fragilariopsis_cylindrus_CCMP1102-aa-gen,yes,Genome,Diatom,Pennate,[@mockEvolutionaryGenomicsColdadapted2017],1.5,1.5,2.5,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],80.5,27137,NA,[@mockEvolutionaryGenomicsColdadapted2017],JGI,,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Fracy1,-64.08,-48.7033,[@re3data.orgBigelowNationalCenter2017],1,[@findlayRapidBiodiagnosticEx2015],NA
Fragilariopsis,cylindrus,CCMP1102,Fragilariopsis_cylindrus_CCMP1102-dna-trans,yes,Transcriptome,Diatom,Pennate,[@mockEvolutionaryGenomicsColdadapted2017],1.5,1.5,2.5,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,0,NA,[@mockEvolutionaryGenomicsColdadapted2017],JGI,,https://mycocosm.jgi.doe.gov/Fracy1/Fracy1.home.html,-64.08,-48.7033,[@re3data.orgBigelowNationalCenter2017],1,[@findlayRapidBiodiagnosticEx2015],NA
Pseudo-nitzschia,multistriata,B856,Pseudo-nitzschia_multistriata_B856-aa-gen,yes,Genome,Diatom,Pennate,[@dalelioSexualVegetativePhases2009],1.65,1.65,23.5,[@dalelioSexualVegetativePhases2009],no,[@dalelioSexualVegetativePhases2009],56.7652,12039,NA,[@ferrantePseudonitzschiaMultistriataStrain2019],NCBI,,https://www.ncbi.nlm.nih.gov/assembly/GCA_900660405.1/,NA,NA,NA,1,[@orlovaToxicityMorphologyDistribution2008a],NA
Pseudo-nitzschia,multiseries,CLN-47,Pseudo-nitzschia_multiseries_CLN-47-aa-gen,yes,Genome,Diatom,Pennate,[@orlovaToxicityMorphologyDistribution2008],2.25,2.25,33.3,[@orlovaToxicityMorphologyDistribution2008],no,[@davidovichPatternsSexualReproduction1998],218.73,19703,NA,NA,JGI,,https://genome.jgi.doe.gov/portal/PsenitmultiCLN47_FD/PsenitmultiCLN47_FD.info.html,NA,NA,NA,1,[@lundholmPhylogenyBacillariaceaeEmphasis2002],NA
Pseudo-nitzschia,multiseries,CLN-47,Pseudo-nitzschia_multiseries_CLN-47-dna-trans,yes,Transcriptome,Diatom,Pennate,[@orlovaToxicityMorphologyDistribution2008],2.25,2.25,33.3,[@orlovaToxicityMorphologyDistribution2008],no,[@davidovichPatternsSexualReproduction1998],1,0,NA,NA,JGI,,https://genome.jgi.doe.gov/portal/PsenitmultiCLN47_FD/PsenitmultiCLN47_FD.info.html,NA,NA,NA,1,[@lundholmPhylogenyBacillariaceaeEmphasis2002],NA
Nitzschia,palea,-,Nitzschia_palea-dna-trans,yes,Transcriptome,Diatom,Pennate,[@kociolekNitzschiaPaleaDiatoms2011],1.75,1.75,13.5,[@kociolekNitzschiaPaleaDiatoms2011],no,[@nanjappaDiatomFlagellarGenes2017],1,15885,NA,[@garacciTranscriptomicResponseBenthic2019],ENA,,https://www.ebi.ac.uk/ena/data/view/GHBX01000000,NA,NA,NA,1,[@crowellCompleteChloroplastMitochondrial2019],NA
Leptocylindrus,danicus,-,Leptocylindrus_danicus-dna-trans,yes,Transcriptome,Diatom,Centric,[@phytopediaPhytoPediaPhytoplankton2012],5.25,5.25,35,[@phytopediaPhytoPediaPhytoplankton2012],no,[@nanjappaDiatomFlagellarGenes2017],1,15701,NA,[@kessenichTranscriptomicInsightsLife2014],ENA,,https://www.ebi.ac.uk/ena/data/view/GAUB01000000,NA,NA,NA,1,[@mahadikEffectDiatomMorphology2017],NA
Thalassiosira,antarctica,CCMP982,Thalassiosira_antarctica_CCMP982-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],5.5,5.5,10,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,31618,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,59.5,10.6,[@re3data.orgBigelowNationalCenter2017],1,[@miklaszPhysicalConstraintsSize2012],NA
Thalassiosira,rotula,CCMP3096,Thalassiosira_rotula_CCMP3096-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],8.75,8.75,18.5,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,26935,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,49.65,-127.4338,[@re3data.orgBigelowNationalCenter2017],1,[@gerikasribeiroCulturableDiversityArctic2020],NA
Chaetoceros,neogracile,CCMP1317,Chaetoceros_neogracile_CCMP1317-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],1.75,1.75,4.75,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,27860,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,32.85,-117.35,[@re3data.orgBigelowNationalCenter2017],1,[@balzanoMorphologicalGeneticDiversity2017],NA
Thalassiosira,minuscula,CCMP1093,Thalassiosira_miniscula_CCMP1093-aa-trans,yes,Transcriptome,Diatom,Centric,[@re3data.orgBigelowNationalCenter2017],6,6,7.5,[@re3data.orgBigelowNationalCenter2017],no,[@nanjappaDiatomFlagellarGenes2017],1,44803,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,32.9,-117.255,[@re3data.orgBigelowNationalCenter2017],1,[@fernandesMucilaginousSpeciesThalassiosira2011],NA
Ditylum,brightwellii,GSO103,Ditylum_brightwellii_GSO103-aa-trans,yes,Transcriptome,Diatom,Centric,[@phytopediaPhytoPediaPhytoplankton2012],33.5,33.5,85,[@phytopediaPhytoPediaPhytoplankton2012],no,[@nanjappaDiatomFlagellarGenes2017],1,24623,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,NA,NA,NA,1,[@mcfarlandEnhancedLightAbsorption2020],NA
Chaetoceros,curvisetus,-,Chaetoceros_curvisetus-aa-trans,yes,Transcriptome,Diatom,Centric,[@karlsonNordicMicroalgae2020],5.75,8.75,11.25,[@karlsonNordicMicroalgae2020],no,[@nanjappaDiatomFlagellarGenes2017],1,23542,NA,[@keelingMarineMicrobialEukaryote2014],iMicrobe,,ftp://ftp.imicrobe.us/camera/combined_assemblies/,NA,NA,NA,1,[@finenkoEffectInorganicPhosphorus1974],NA
(Symbiodinium) Breviolum,minutum,-,Symbiodinium_minutum-aa-gen,yes,Genome,Symbiodinium,NA,NA,3.75,3.75,3.75,[@lajeunesseGeneticsBasedDescriptionSymbiodinium2012],yes,[@shinzatoGenomicApproachCoraldinoflagellate2014],1500,41925,NA,[@shoguchiDraftAssemblySymbiodinium2013],MGU,,https://marinegenomics.oist.jp/symb/viewer/download?project_id=21,NA,NA,NA,1,[@kirkTranscriptomeReprogrammingSymbiodiniaceae2020],NA
(Symbiodinium) Breviolum,minutum,-,Symbiodinium_minutum-dna-trans,yes,Transcriptome,Symbiodinium,NA,NA,3.75,3.75,3.75,[@lajeunesseGeneticsBasedDescriptionSymbiodinium2012],yes,[@shinzatoGenomicApproachCoraldinoflagellate2014],1,0,NA,[@shoguchiDraftAssemblySymbiodinium2013],MGU,,https://marinegenomics.oist.jp/symb/viewer/download?project_id=21,NA,NA,NA,1,[@kirkTranscriptomeReprogrammingSymbiodiniaceae2020],NA
